chapter_number,cover_page,in_depth_summary,error
84,"Diary of Koby-Meppo, Vol. 2: ""Odd Jobs, Odd Jobs!!""
Koby and Helmeppo continue toiling for the 153rd Branch, having now progressed to laundry duties; the former approaches the work with as much enthusiasm as the latter with disgust.
(Nearby, a squad of grown recruits are being drilled on sword techniques.)","Zoro and Sanji confront Hatchan and Kuroobi as Luffy sinks helplessly to the bottom of the pool, and Arlong laughs at his weakness as a human. Zoro says he will finish off Hatchan in 5 minutes as he races toward the fish-man. Hatchan spits out ink at him, and Zoro dodges it, but he ends up only cutting off two sections of Hatchan's spiky hair. Hatchan says he will forgive Zoro since he can grow it back, and Sanji notices that Zoro is looking weak. Kuroobi tries attacking the distracted cook, but Sanji dodges his strike and says that a fish should not insult a cook. As Luffy starts to suffocate when he hits the bottom of the pool, Hatchan tells Zoro he is very strong against swordsmen. Zoro raises his sword to attack, and Hatchan claps his arms together to defend himself, but Zoro easily cuts his arms, leaving the swordsman at a loss as to what the fish-man is doing. Hatchan becomes sticky and jumps up to a pillar, which he sticks to. Zoro grows increasingly annoyed with him for wasting his time, and Hatchan notes that Zoro is only using one sword before he says that he has not gotten serious with him yet.

Outside of Arlong Park, Johnny and Yosaku think that Hatchan is playing mind games with Zoro and decide to go help Luffy. However, Genzo stops them, reminding them that they are severely injured. He says he will go and help Luffy, and Nojiko and the other Cocoyasi Village residents offer to help him, but he refuses in order to be unseen by the Arlong Pirates. Nojiko insists on going despite having received injuries as well, pointing out that the Straw Hats were fighting for her sister's sake, and Genzo reluctantly relents as they head into Arlong Park.

Meanwhile, Zoro collapses, and Sanji realizes that the wounds Mihawk gave him have still not healed. Seizing his opportunity, Hatchan punches the pillar to cause it to fall onto Zoro, but Zoro quickly gets up and throws the fish-man in front of him, causing the pillar to fall onto him. Zoro collapses again immediately afterwards, and Sanji, Johnny, and Yosaku reflect on the severity of his wounds. However, Sanji's distraction allows Kuroobi to land a hit on him, sending him flying all the way into the wall. Kuroobi states that he is a Level 40 Fish-Man Karate practitioner as Sanji, having gone through the wall, lands behind the Cocoyasi Village citizens. With the Straw Hats seemingly defeated, Arlong tells Kuroobi to throw Zoro into the pool. He asks Hatchan when he is going to come out of the rubble, and Hatchan bursts out in a rage, saying he is the number two swordsman on Fish-Man Island with his Six Sword Style. At first, Kuroobi mocks his display since Zoro was down, but Zoro then gets up, saying that the fish-man's six swords were nothing special and that he would not die until he meets Mihawk again. He tells Johnny and Yosaku to lend him their swords, and as this is happening, Sanji gets up and heads back to Arlong Park, saying that Zeff's kicks were ten times stronger than Kuroobi's punch. Meanwhile, Genzo and Nojiko dive down toward Luffy while Usopp continues running away from Chew.",
85,"Diary of Koby-Meppo, Vol. 3: ""An Off-Base Break"".
Koby and Helmeppo take a lunch break on the outskirts of the 153rd Branch. While Rika treats Koby to homemade onigiri and tea, Helmeppo inflicts ""revenge"" on a voodoo doll of Luffy.","Johnny and Yosaku, though worried about Zoro's injuries, know their comrade is the only one who can stand against Hatchan, and they throw their swords at him as he puts on his bandanna. Although he puts on a confident front, Zoro knows he could pass out at any time, and as Hatchan prepares to overwhelm him with his Six Sword Style, Zoro does not make a move to catch Johnny and Yosaku's swords, much to their shock. However, at the last second Zoro dodges Hatchan's three-sword jab as he grabs Johnny and Yosaku's swords and attempts to attack the fish-man. Hatchan leaps out of the way and is confident that Zoro will be unable to deal with all six of his swords, but Zoro parries his strikes and cuts him vertically across the chest.

The fish-men, villagers, and Johnny and Yosaku are stunned by Zoro's attack, but the wound only angers Hatchan. He states that Zoro cannot logically beat him since Zoro has three swords compared to his six, but Zoro counters that their blades have different weight as he remembers his encounter with Mihawk. Hatchan does not understand his comment, since his swords physically weigh more at 300 kilograms each, but Zoro says no more as Hatchan begins to attack again. He brings all his swords together and jabs them at Zoro, and Zoro counters them. However, Hatchan suddenly spreads out his arms and different directions, moving Zoro's arms and leaving him exposed. Hatchan then headbutts Zoro and sends him flying into the air, putting him on the verge of unconsciousness. Hatchan spins his swords over his head to dice up Zoro when he lands on them, but Zoro manages to spin on top of his swords and cut his hands. Hatchan lets go of his swords and writhes in pain, growing even angrier as he prepares to finish Zoro off. Intent on surpassing his limits and not passing out, Zoro meets Hatchan's attack head-on. He then manages to break Hatchan's swords, telling him that this is what he meant by their swords having different weights. Hatchan tries attacking with rapid punches, but Zoro cuts him up with a whirlwind slash, sending him flying up into the air and landing on the ground defeated.

Kuroobi then prepares to attack Zoro, but Sanji blocks his strike. Kuroobi is surprised that he managed to live after taking one of his punches, but Sanji says that people from Baratie could have taken it as well, causing Kuroobi to state he is being underestimated. Meanwhile, Genzo and Nojiko attempt to break the rock Luffy is trapped in at the bottom of the pool, with Luffy already having swallowed a lot of water. Genzo cannot break the rock as the two quickly run out of oxygen, but they then get an idea.",
86,"Color Cover: Nami sits on a bridge beside a burglar-masked otter, a bag of loot between them. Behind, a signpost indicates two directions: ""JUSTICE"" and ""BAD CONDUCT"".","With Zoro having defeated Hatchan and Sanji confronting Kuroobi, Zoro prepares to go underwater and rescue Luffy. Sanji says that Zoro will die from his injuries underwater, but Zoro replies that they have no time left, causing Sanji to jump in instead. Zoro is horrified as Kuroobi gleefully looks forward to fighting in his natural element, jumping into the water to go after Sanji. As Sanji goes down, he sees Genzo pumping Luffy's chest, and Luffy's neck is stretched to the shore, bringing his head above water as Nojiko holds it there. Luffy coughs up some of the water he swallowed, making Nojiko hopeful, and Sanji knows that all he has to do is break the rock Luffy's feet are encased in and free him. However, Kuroobi suddenly catches up to Sanji and strikes the back of his neck, and he then sees Genzo with Luffy, causing him to go after the villager. Sanji grabs Kuroobi's legs and holds him back, and Kuroobi is enthused by Sanji challenging him in an environment where he is not only much stronger, but Sanji is weakened by not being able to breathe.

Kuroobi wraps Sanji in his ponytail, and Sanji tries kicking him, but the power of the kick has been reduced by half and Kuroobi easily dodges it. In contrast, Kuroobi's attacks are unaffected and even sometimes strengthened, and he lands multiple powerful strikes on Sanji. After the assault, Sanji desperately tries to swim up to breathe, but Kuroobi smugly blocks him. Kuroobi mocks Sanji's chivalry, saying that this is how far it got him and that once he died, Kuroobi would kill all of his friends and allies, meaning he could not save a single person. Kuroobi then grabs Sanji by the neck and prepares to drag him to the sea floor very quickly; the sudden change in water pressure will rupture Sanji's organs. Sanji coughs blood when he is brought to the sea floor, and on land, the Cocoyasi villagers wonder in concern about the statuses of Sanji, Genzo, and Nojiko.

Sanji remains alive after the sudden change in pressure, and he points upward. Kuroobi decides to do this again, and swims back up towards the top. Knowing that fish-men breathed through their gills underwater, Sanji bites Kuroobi's gills, blocking them and causing him to suffocate. Sanji is freed from Kuroobi's grasp and comes back up for air, shocking Zoro and Arlong. He tells Zoro that Luffy is sort of fine, and tells Kuroobi to come up so he can kill him. Kuroobi comes up, and thinks nothing of fighting on land, as he is confident that he will still overpower Sanji and kill him with his ultimate attack. However, Sanji quickly barrages Kuroobi with powerful kicks, and a stunned Kuroobi quickly tries to use his ultimate attack, but Sanji finishes him off with Mouton Shot, asking him if he wants any dessert as he flies away.",
87,"Diary of Koby-Meppo, Vol. 4: ""Study, Study!!""
Late at night, long after the rest of his unit (including Helmeppo) has fallen asleep, Koby continues his enlistment studies by candlelight.","Sanji sends Kuroobi crashing into Arlong Park's main building, and Arlong looks on in shock and anger at Kuroobi and Hatchan lying in defeat. Sanji waves the two fish-men off as nothing special, and Arlong confronts him and Zoro in a rage, saying they are still far from winning. Zoro asks Sanji what he meant by his mixed report on Luffy's status, and Sanji replies that Luffy will not die, but he will need to go back down to the ocean floor to free their captain. However, Arlong will likely be standing in their way. Meanwhile, Nojiko looks on as she holds Luffy's head above water, shocked that Hatchan and Kuroobi were defeated. Genzo comes back up for air, cursing his inability to hold his breath long enough. Nojiko offers to switch places with him, and Genzo asks about the situation with the Straw Hats and the Arlong Pirates. Still surprised at what is going on, Nojiko states that there may actually be hope for all of them.

Elsewhere, Usopp lies on the ground in a bloody mess. Thinking he killed the pirate with a single shot of his Mizudeppo, Chew walks back to Arlong Park, complaining about the trouble chasing Usopp had caused him and saying that Hatchan and Kuroobi should have dispatched the others by now. However, Usopp is actually fine, having used his special Ketchup Star to fool Chew. He does feel sorry for Nami about all the destruction the fish-men have caused, but decides to cut his losses and pretend that he lost to Chew in a hard-fought battle, packing dirt on his body to make his lie more believable. However, as he does this, he recalls the words of his crewmates and the Cocoyasi Village residents he met, remembering how determined they all were to stop Arlong and what they had told him about Nami's dedication to freeing the village. As a result, Usopp can no longer justify his decision, bitterly denouncing how pathetic he is. He then yells out to Chew, who turns around to confront him. Usopp reflects that he needed to leave his comfort zone behind when he left his village, knowing that the true joy of being a pirate can only come from putting one's life on the line and giving one's all every day. Knowing that he has no right to sail or laugh with his crewmates if he does not fight seriously, Usopp shoots a Kaen Boshi at Chew.

However, Chew easily snuffs out the shot with his water abilities, and punches Usopp hard in the face. With Usopp's blood dripping from his fist, Chew says it would have been smarter if the sniper had continued to fake his death. Usopp initially seems to be giving up, and Chew stomps on his chest, but he suddenly pulls his hammer out of his bag and hits Chew's leg with it. Usopp then shoots Chew with a rubber band, giving him enough time to run and hide in the woods. As Chew looks around, a bottle of rum suddenly comes flying toward him, which he catches. However, the bottle suddenly ruptures as Usopp shoots it with Namari Boshi, covering Chew in rum and cutting him with the bottle shards. Chew gets extremely annoyed with Usopp's stunts, and sucks in water from a nearby pool in order to draw out the pirate from his hiding spot. Though he is hiding, Usopp is intent on continuing to fight, although he becomes very frightened when Chew fires a large blast of water that brings down many of the trees nearby. The exasperated Chew finds Usopp while the latter is looking at the destruction, and barrages him with Hyappatsu Mizudeppo. Despite being utterly overwhelmed, Usopp still promises the people he left behind at home to act like a real pirate, saying his pretend pirate days are over. Chew then kicks down the tree Usopp is hiding behind, drawing blood as he is caught by its sharp edges. Chew wonders what Usopp said was over, and Usopp replies that it was their fight, shooting a Kaen Boshi that ignites the alcohol covering Chew's body, setting him ablaze and defeating him.",
88,"Diary of Koby-Meppo, Vol. 5: ""Odd Jobs For the Morgan Arraignment Ship"".
Koby and Helmeppo are shocked—and terrified—to discover their latest assignment: on the very ship meant to transport Morgan to his court-martial.","The chapter begins right after Usopp lit Chew on fire. Chew begins to run towards the pool of water, but Usopp comes from behind and hits him with Usopp Hammer towards the water. As Chew begins to get up, Usopp strikes him again with Usopp Hammer three times, then with Usopp Wagomu, and then again with Usopp Hammer. Following this succession of attacks, Chew is K.O.ed and Usopp begins to celebrate his victory. He starts shouting that even he can do it, and that the fish-man shouldn't underestimate him.

The scene moves to Cocoyasi Village, behind Nami and Nojiko's house. Nami is sitting on a chair with her Bo-staff, bandaging her shoulder after she cut herself with a knife. Nami begins to think that she cried and complained enough and now she has to go to Arlong Park since everyone else is fighting.

The scene moves to Arlong Park, where Arlong is sitting in the middle of a scene in front of Zoro and Sanji knocked down on the ground. A citizen of Cocoyasi Village can't believe his eyes. Yosaku wonders what did Arlong do. Johnny mentions that the fish-man only threw some water, but this knocked down both Zoro and Sanji and had them cough up blood. Meanwhile, Luffy is still sitting on the sea floor, with Nojiko trying to pump water out of him, and with his head in Genzo's hands stretched just above the surface. One of Luffy's fingers starts to move. As Sanji begins to get up, Yosaku shouts to him not to stand up. Johnny is worried about Luffy's situation. Arlong mocks the two, saying that he doesn't even need to touch them and that a little water is enough to kill them. He comments that that is the difference between their species. Sanji tells him to shut up and attacks him with Poitrine Shoot, which Arlong easily evades and then attacks Sanji again with water, knocking him down. Sanji coughs up blood and thinks that fighting is only a game for the fish-man, and that water splashes feel like a shotgun blast. Sanji realizes that Arlong is on a whole other level. Arlong mocks Sanji again, saying that he should just die, and that he's life is worth nothing.

Then, Nami appears, to everyone's surprise. Arlong tells her that he was about to kill the pirates, and asks her why did she come. Nami answers that she came in order to kill him. Arlong begins to laugh at this, commenting on the numerous times that she tried to kill him in the past 8 years: by assassination, poisoning, or surprise attacks. He then tells her that she should know that it's impossible for humans to kill him. Arlong follows, saying that he's not going to kill her or let her escape, and that she will be her cartographer forever.

The fish-man continues by commenting that he is an understanding guy, and that he doesn't want to chain a young woman if possible, so it would be better for him if Nami joined him out of her own will. He then makes Nami an offer: even though he's planning to kill everyone present, if Nami joins Arlong as his cartographer, he will spare the Cocoyasi Village citizens' lives, but he won't spare Sanji and Zoro because they made him angry. Arlong asks Nami if she chooses to side with him and spare the villagers, or if she sides with the pirates and attempt to fight him. He then comments that because their strongest fighters have been incapacitated, losing is inevitable. Arlong asks Nami again if she sides with him or with the pirates. Nami begins to think about what to choose, thinking that a single word from her can decide everyone's lives. She then remembers Luffy's words that he will save her. While the villagers get angry that Arlong is anyway forcing Nami to join him, Nami thinks that she can't doubt her friends' words. She then apologizes to all the villagers, and asks them if they would die with her. All the villagers scream in approval.

Then Luffy woke up, shooting a jet of water out of his mouth. Sanji comments that the plan worked and that all they need to do is free Luffy's legs. Zoro realizes what the plan was. Johnny and Yosaku realize that Luffy is back. Genzo asks Luffy if he is awake. Zoro and Sanji get up and the swordsman tells the cook that he has 30 seconds, because he won't last more than that. Sanji then jumps into the water saying that that's more time than he needs. Arlong also realizes that Luffy is back. Zoro tells Arlong that he shouldn't pay attention to that, and calls him a half-fish mutant. The fish-man threatens Zoro, saying that he told him not to call him that again. Sanji is close to reaching Luffy.

Suddenly, Usopp appears and shoots Arlong with Tamago Boshi. Usopp starts shouting that he will back Zoro. Johnny and Yosaku start wondering where the sniper is, commenting that he is brave. Usopp tells Zoro to fight without any worries, as everyone realizes that he was hiding in the hole in the wall made by Sanji earlier when he was hit by Kuroobi. Usopp happily tells Nami that he defeated one of the officers of the Arlong Pirates by himself. Genzo asks Luffy if he pulls himself out on his own, but Luffy answers that he can't feel any strength in his body. As Sanji almost reaches Luffy's body, he says to himself that he is counting on Luffy, their only hope. However, Hatchan starts to get up saying that he won't let them do as they please.",
89,"Diary of Koby-Meppo, Vol. 6: ""Odd Jobs, Odd Jobs On Deck!!""
As they polish weapons on the arraignment ship's gundeck, a concerned Helmeppo wonders to Koby whether his father will be executed for his crimes.","Sanji goes to free Luffy from his rock entrapment underwater, but as Zoro confronts Arlong, the fish-man states that he wishes to find out who interfered and kept Luffy alive. Wanting to distract Arlong, Usopp shouts at him and shoots a rubber band at him, but Arlong's attention remains on Zoro. Zoro swings his sword at Arlong's face, only for the fish-man's long nose to counter it. Arlong says that his unbreakable nose is his greatest pride as Hatchan gets back up. Initially frightened due to thinking that Usopp's rubber band was heading for him, Hatchan gets angry and dives into the water to kill Sanji, shocking Zoro. Arlong tells Zoro that his group will die no matter what before headbutting him in the chest, causing him to cry out in pain.

Sanji reaches Nojiko and Luffy at the bottom of the pool, and as he prepares to destroy Luffy's rock with a kick, Nojiko notices Hatchan pursuing him. She goes behind Sanji to shield him from Hatchan's rapid punches, and Sanji is shocked as he sees Hatchan attacking. Above water, Usopp shouts to Zoro as he climbs over the wall to Arlong Park, and Arlong lifts the swordsman by the neck. Wondering why Zoro is bandaged so much, Arlong rips the bandages off, and is shocked to see the gruesome wound on Zoro's chest. He prepares to kill Zoro, but Zoro exclaims that Hatchan's wounds would not have reopened if he had stayed down. Arlong initially thinks Zoro is talking about himself, but Zoro reveals who he was talking to, and underwater, Hatchan's wounds reopen making him faint again. Sanji quickly destroys Luffy's rock with a kick, and Luffy's body shoots up to where his head is, sending him flying over Arlong Park.

The Straw Hats, townspeople, and their allies rejoice at Luffy's arrival, and Luffy grabs Zoro and throws him out of the way in order to switch places with him. Luffy then unleashes a rapid string of attacks on Arlong, which overwhelm the fish-man and leave him lying at the foot of the tower. However, Arlong gets up without taking significant damage, but Luffy responds that that was just his warm-up exercise. Meanwhile, Zoro swears to kill Luffy after landing on the ground.",
90,"Diary of Koby-Meppo, Vol. 7: ""Odd Jobs, Odd...?!!""
Carrying heavy equipment with Koby above-decks, Helmeppo suddenly breaks off as he spots something approaching the ship.","After receiving some blows from Luffy, Arlong acknowledges the Straw Hat captain's strength, but says it would have been better for Luffy to die underwater as he will now have to deal with Arlong's rage at his crew's actions. The nearby onlookers grow tense at the confrontation between Luffy and Arlong, and Sanji casually remarks that they will all die if Arlong beats Luffy, with Nojiko adding that all of East Blue will be doomed as well. Arlong asks Luffy if he knows what the difference between them is, and Luffy answers with sincerity that it is their different body parts (noses, etc.). This shocks Johnny and Yosaku and enrages Arlong, who replies that it is their race as he lunges toward Luffy and tries to bite him. Luffy barely manages to repeatedly dodge Arlong's rapidly encroaching jaws, and his situation seems to be hopeless when Arlong pins him to a pillar by the neck, but he manages to pull his head out of the path of Arlong's jaws by stretching his neck. This causes Arlong to bite into the pillar behind Luffy, and Usopp is initially confident that the fish-man's teeth will break, only for the opposite to happen as Arlong's bite causes the stone pillar to shatter. Johnny and Yosaku are terrified, and Sanji notes that Luffy's body would be completely torn apart if Arlong manages to get his jaws around it. Arlong boasts in the power of his teeth, saying that the humans' lack of this power makes them the inferior species, but Luffy retorts by saying he can just crush stone with his fists. Johnny and Yosaku agree with Luffy's remark, but Arlong calls it frivolous as he charges at Luffy, shouting about how weak humans are, and how Luffy in particular can't even save himself from drowning. However, Luffy does not seem opposed to these accusations of weakness, saying he needs helps because of them as he grabs two swords from Arlong's beaten crewmates.

Sanji wonders if Luffy knows how to use a sword, but Luffy just swings them wildly at Arlong, much to the fish-man's bewilderment as he dodges the random swings. He then counters one of the swords with his nose, sending it flying out of Luffy's hand, and Luffy swings his other sword at Arlong, only for the sword to shatter upon contact with Arlong's nose. Arlong initially thinks Luffy is just playing around, but Luffy is not done yet as he immediately follows up his sword strikes with a cartwheel punch to Arlong's jaw, which sends the fish-man flying back and shatters his teeth. As the bystanders look on in shock, Luffy shouts at Arlong that he cannot fight with swords, or navigate, or cook, or lie like his crewmates can, and that without their help, he would die. Arlong questions Luffy's statement, wondering why anyone would follow someone who professes to be so weak. He asks Luffy what he can do that gives him the right to be a captain, and Luffy simply replies that he can beat Arlong.

Luffy's crewmates and allies cheer at his statement, but Arlong expresses his exasperation with Luffy's talking as he quickly grows back another set of teeth, much to Luffy's shock. He reveals that he can do this as a shark fish-man, and that the new set is stronger than the old one every time. He then pulls out his new set of teeth and then the next one after that, allowing him to wield two sets of teeth in his hands as weapons while another set of teeth grows back in his mouth. Arlong uses this ability to proclaim again about the superiority of fish-men, and he attacks Luffy with the jaws in his hands. Eventually, he manages to draw blood, but with a shock realizes that it is from a fish-man that Luffy used as a shield. This causes Arlong to get angry, and gives Luffy an idea.",
91,"Diary of Koby-Meppo, Vol. 8: ""The Ship of Marine Headquarters Vice Admiral Garp"".
What Helmeppo spotted is revealed to be the ship of a high-ranking Marine officer. He, Koby, and everyone else above-decks salutes at its approach.","Arlong gets angry at Luffy for using his crewmate as a shield, but Luffy retorts that the fish-man did the same to his enemies. Johnny and Yosaku state that Luffy said he had an idea for beating Arlong, and they and Sanji wonder what it is. Arlong attacks Luffy by snapping the teeth in his hands, but Luffy avoids his lunges and kicks him in the jaw, sending another set of his teeth flying out. As Arlong grows another set, he reminds Luffy that it's useless to break his teeth, but Luffy instead places the fish-man's teeth into his own mouth, and Johnny and Yosaku are appalled that this is his idea. An insulted Arlong manages to give Luffy a small bite in the shoulder, although it leads to him melodramatically rolling on the ground in pain. Johnny and Yosaku yell at Luffy to stop playing around, but Luffy denies their accusation. He then blocks another of Arlong's strikes with a large piece of rock, but Arlong's strength sends Luffy tumbling backwards. Arlong then sinks a set of teeth into Luffy's side, but he quickly responds by biting Arlong's shoulder with the fish-man's own teeth.

The two combatants separate from each other, with the teeth Luffy used being left in Arlong's shoulder, and Luffy laughs how he hurt Arlong with his own teeth. However, Arlong, pulling the teeth from his shoulder, says that Luffy's jaws are too weak to do any real damage, and he tries to demonstrate the real power of a shark's jaw as he bites into Luffy's right arm at the elbow. Luffy manages to counter by throwing Arlong into the ground, allowing him to loosen the stunned fish-man's jaws and free his arm. The two momentarily lie motionless on the ground. Genzo states that Luffy could have lost his arm had he been trapped for even a second longer. Arlong gets up first, noting that Luffy's throw was enough to draw blood. Meanwhile, Luffy pulls the teeth out of his side, but when he gets up, notices that Arlong has disappeared. Usopp yells to Luffy that Arlong went into the water, though Luffy initially confuses his exposed fin for an actual shark. Below the surface, Arlong says that no one can compare to his speed underwater as he flies out of the water like a torpedo, with Luffy just barely dodging a fatal blow, but still being hit hard enough to send him spinning away. Arlong crashes through the tower wall, while Luffy tumbles to the ground. Arlong is surprised Luffy could dodge him, but notes that it will only delay the inevitable. He then uses the same attack again, and Luffy dodges him, causing his nose to embed itself in the ground, with no ill effect to the fish-man. Sanji is shocked at how strong his nose is, and Arlong uses the attack twice more, successfully grazing Luffy both times before going back underwater. As Luffy struggles to his feet his allies yell for him to get away before Arlong can attack again, but Luffy refuses and stands in front of the pool, declaring that he will catch Arlong and break his nose.",
92,"Diary of Koby-Meppo, Vol. 9: ""The Delivery of Morgan"".
Per arrangement, Vice Admiral Garp has come to continue Morgan's transport on his own ship. A tearful Helmeppo tries to approach his shackled father, but is held back by Koby.","Luffy goads Arlong to come out of the pool despite the beatings the fish-man gave him, and Arlong laughs at Luffy's tenacity, wondering if Luffy realized that running away is futile. Usopp yells at Luffy to hide, saying that he'll die if Arlong lands a direct hit on him. However, Luffy makes a shield by horizontally stretching the fingers of his left hand, and Johnny and Yosaku wonder what Luffy is thinking with that. Arlong goes twice as fast as last time as he swims toward Luffy, aiming to skewer his heart, and he sends Luffy flying as he hits him directly, to Johnny and Yosaku's horror. However, Luffy barely manages to stop Arlong's nose from striking him by using his finger shield to block the fish-man's face, and bounces away from Arlong onto the wall of the main building. Luffy tells Arlong that that attack won't work on him anymore, however Arlong catches Luffy by surprise as he jumps up from the collision site (although Luffy just says he got lucky), and leaps at the Straw Hat again in midair. Luffy responds by stretching his fingers to form a net, which catches Arlong, and Luffy then stomps Arlong's chest and sends him crashing into the ground below.

The onlookers rejoice, and Luffy wonders if Arlong is dead, but Arlong's eyes quickly reopen and they are now intense and wild looking. Genzo and Nojiko are unnerved by the sight, and even Nami says that she has never seen his eyes like that before. Sanji notes that they are the same eyes a Sea King has when it goes berserk, and that Luffy's attack just enraged him. Arlong grabs Luffy by the head and slams him into the foot of the building before charging at him. Luffy barely manages to jump over Arlong's punch, but as Arlong punches through the wall of the building, he grabs a giant Zanbato named Kiribachi and pulls it out. Arlong swings Kiribachi at Luffy, and Luffy dodges, but the sword plants itself into the building and allows Arlong to flip and pursue Luffy up the main building. Arlong manages to corner Luffy on an upper level, and Luffy leaps into a window as the fish-man attacks.

Arlong climbs into the room, and Luffy wonders what all the papers around him are. Arlong replies that these are maps that Nami has spent the last eight years drawing, and he praises Nami's ability, but Luffy notes that the pen on Nami's desk is encrusted in blood. Arlong holds Luffy's head between two of Kiribachi's blades as he says that there is no greater happiness for Nami than to make maps for the fish-men to use to conquer the world, and asks Luffy if he could use her any more effectively. In response, Luffy grabs onto one of Kiribachi's blades, rendering Arlong unable to move his sword. Luffy shatters the tooth-like blade with his bare hand, growing angry about Arlong using Nami like a tool.",
93,"Diary of Koby-Meppo, Vol. 10: ""The Headquarters Vice-Admiral Lets Down His Guard"".
Morgan suddenly attacks Vice-Admiral Garp, and seems to deal a fatal blow. While Koby and Helmeppo scream in terror, Garp's aide leaps into action.","As Luffy breaks off part of Arlong's Kiribachi, he asks Arlong what he thinks Nami is. Arlong replies that while she is a human, he at least considers her useful and he will provide for her every want so long as she keeps drawing maps for him. As Johnny and Yosaku worry about what is happening to Luffy inside the tower, Luffy kicks Nami's desk out, and Nami is taken aback as it falls to the ground. Arlong angrily wonders why Luffy is destroying Nami's cartography supplies and sending them flying out of the tower, and as she watches them fall, Nami remembers Arlong showing her her cartography room for the first time when she was a child. Arlong swings Kiribachi at Luffy, but Luffy dodges it and he destroys more of Nami's maps in the process. Arlong is aghast at what is happening to his maps, remembering forcing Nami to work for long hours and abusing her in order to acquire them. Arlong grabs Luffy and shouts that it took Nami eight years to make those maps, and outside, Nami silently thanks Luffy while tears fall from her eyes.

Arlong bites Luffy in the neck, but Luffy grabs the fish-man's nose as he states that while he may not know anything about fish-men or cartography, he now knows how to help Nami. He snaps Arlong's nose out of place, and states that he cannot allow this room to exist. Luffy then kicks into the ceiling, and his leg stretches all the way through the roof. Arlong puts his nose back in place and scoffs at the idea of a human destroying Arlong Park as he spins toward Luffy. He bites Luffy in the chest, but Luffy brings his foot down on top of him, sending him crashing all the way to the ground floor. The impact causes the entire tower to crack, and the Straw Hats and citizens prepare to evacuate, but Nami does not want to leave Luffy inside the tower. However, she cries out to him as it collapses immediately afterwards.",
94,"Color Cover: ""Gonna have a party!""
As the sun sets over Cocoyasi Village, Nami laughs her first genuinely happy laugh in eight years. Behind her, Nojiko and Genzo toast the other Straw Hat Pirates and villagers as they party.","Luffy destroys Arlong Park's roof and pieces of the building are scattered into the air. Zoro, who was sleeping, is struck and wonders what happened. Meanwhile at the foot of the building everyone wonders what happened inside and who won. Suddenly, Luffy emerges from the destruction to everyone's joy and then declares that Nami is his friend. Nami acknowledges his gesture.

Everybody then celebrates the news of Arlong's defeat. However, they are soon interrupted by Nezumi, who thanks them for giving him an enjoyable fight to watch and then declares that all the riches of Arlong Park now belong to him. He then asks that everyone throw down their arms, but is interrupted by Zoro and then gets beaten up by the Straw Hat Crew. Nami then gives Luffy his straw hat back and attacks Nezumi as well. She tells him to give her back her money. Nezumi leaves and tells them that they will regret crossing him, while everyone continues to celebrate with Nami, Nojiko, and Genzo sitting by Belle-mère's grave. Back at Cocoyasi Village Dr. Nako is treating Zoro, who is in a lot of pain.

Later at the Marine's 16th branch, Nezumi alerts Marine headquarters about the Straw Hat Crew.",
95,"Diary of Koby-Meppo, Vol. 11: ""The Unbelievable Hostageppo"".
Bursting his shackles, Morgan takes his son hostage.","Night falls in the East Blue, but the partying in Cocoyasi Village does not cease as the people continue celebrating their hard-fought freedom from the Arlong Pirates. Luffy stuffs himself with meat, and asks Sanji about a raw ham melon that the cook ate. Sanji goes to flirt with the women, while Usopp proclaims his achievements to the jubilant crowd. Meanwhile, Genzo goes to Bell-mère's grave and pours sake on it, telling her that her daughters have become strong women that remind him of her. He then says that they will all do their best to live life to the fullest from now on, for the sake of those who died in their struggle for freedom. Luffy then bursts onto the scene looking for raw ham melon, and attempts to leave after not seeing any, but Genzo stops him. Luffy notes the grave and offers his condolences, and Genzo tells him that if he takes away the smile from Nami's face, he will kill the pirate himself, which Luffy understands.

Meanwhile, Nojiko notes that Chabo is not sulking about his dad's death, and Chabo replies that nothing good would have come from thoughts like that. Nojiko then pinches his cheek, as his response prevented her from picking on him. Inside a room, Dr. Nako tells Nami that her tattoo cannot be fully erased, as it would still leave a scar. Nami remembers telling Nojiko about her pain at being branded with the Arlong Pirates' tattoo, and how Nojiko proceeded to get her own tattoos to match her. Nami then asks Nako to tattoo something else in its place, showing him a piece of paper with what she has in mind.

The next day, the Straw Hat Pirates prepare to depart from the island. Johnny and Yosaku bid them farewell, as they intend to resume their lives as bounty hunters. Usopp wonders where Nami is, and Zoro suggests that she may not be coming. Genzo and Nako express their shock when they hear that Nami is leaving her 100,000,000 in the village, but Nojiko says that her sister was content with just stealing more money later. Nami then approaches the villagers and shouts for the Straw Hats to set sail before running toward the Going Merry. Genzo and the villagers realize in shock that Nami is not giving them the opportunity to thank her, and she bursts through the crowd and leaps from the dock onto the Merry. Nami then drops the wallets and money she stole from the villagers, and they shout at her in anger, though are still grateful to her. Genzo tells Luffy to remember their promise, and Nami happily shouts her goodbye to the villagers. Nako hands Genzo the paper that Nami gave him when getting her new tattoo, revealing its design: a tangerine attached to a pinwheel. Nojiko notices that Genzo is not wearing his pinwheel anymore, and he replies that he does not need it anymore. When Nami was a baby, Bell-mère got mad at Genzo for making her cry with his scary face. In response, Genzo put the pinwheel on his hat, which made her laugh. Now the pinwheel, as well as an orange, sits in front of Bell-mère's grave.",
